full_text,label
Kalau emang merasa benar pasti percaya diri berani tatap muka untuk berdialog. Saling beradu data fakta &amp; argumen @andre_rosiade . Iya gak pak? @basuki_btp,0
@EviDrajat @basuki_btp Asal jgn di kriminalisasi,0
@Duren___ @Ary_PrasKe2 @riekediahp @2TRafiS1 @Anak__Ogi @AntoniusCDN @Cintada16 @GM_Warrios @HumorJonTampan @King_PWS_ @Marbot_Udien @Roebanie @andre_rosiade @basuki_btp Kulik lagi soal Mi-chat.,0
@Anak__Ogi @basuki_btp @andre_rosiade Ga berani bukti nya disuruh bikin panja aja gemetar ... makanya klo kotor ga usah sok bersih...,0
@yusuf_dumdum Wakil rakyat tapi maki-maki rakyat @andre_rosiade lagipula orang yang bersangkutan nya kaga ada di forum itu punya masalah apasi? Waktu @basuki_btp jadi komut juga lu berisik banget deh keknya ngegonggong mulu gawenya heran,0
Hehehe.. cak iyo nian ngamuk ke Ahok @basuki_btp tapi Ahok-nya ndak ada di situ. Giliran Ahok diminta u/ dihadirkan malah ditolak .. itu namanya bangkai ndre @andre_rosiade ..,0
@Mdy_Asmara1701 ayo pak Ahok @basuki_btp ditantangin tuh sama si botak keliatannya takut ada yg terbongkar,0
@andre_rosiade Kepalamu BESAR tapi kosong.. Berapa banyak dana yg anda pake hingga anda jadi agt dewan. ??. Anda tdk pantas sbg agt dewan jika anda tdk berdiri pd sisi suara rakyat. Anda kalau disuruh debat dgn Ahok @basuki_btp anda bukan tandingannya.,1
@GM_Warrios @andre_rosiade @basuki_btp Dia trauma dengan kata2 Ahok. CUMA GANTI PEMAIN. Pdhl ada yg hrs di amanin yg menyangkut pundi2 partai. BUMN di serahin ke partai yah hasil nya cuma jadi sapi perah doang. Andre cemen Sama Ahok dan Panja DPR takut. Berani nya sama PSK doang https://t.co/rkhZ4gevaf,1
Ank2 pungut cari kapal lain gih dosa bgt udh fitnah cwe se-pure jiwon sm kriminal. Gw msh igt btp jiwon ke-eksploit apartnya. Blm skenario2 halu klaim ini itu. Sinting emg gmn solo ga pd ngamuk. Mslhny byk anak pungut yg tau jiwon dr qot doang fans fomo jiwon byk bgt skr.,0
@EviDrajat @feroferraferri @basuki_btp Bongkar semua maling maling titipan,1
@Anak__Ogi @basuki_btp @andre_rosiade Siapa video porno anaknya yang tersebar,0
@albert_morafia @basuki_btp Yang dia tanyakan kan kenapa baru sekarang mau membongkar? Kenapa pas jadi komut kok diam saja? Ya sudah bongkar aja sekarang juga gpp. Better late than never..,1
Loe kali yg ngebacot ya ? Terus ngapain loe @andre_rosiade keberatan kalo pak @basuki_btp di panggil kejagung ? Terus ada apa loe keberatan dgn adanya usul panja kasus Pertamina oleh DPR ? Kok keliatan loe agak2 bela para koruptot2 itu ? https://t.co/3KmUJffRX2,0
@EviDrajat @basuki_btp Percaya kalo kamu kaya pak... Sehat swlalu ya pak.,0
@drhthariq Bang gua pengen nanya kalo abang pengen Indonesia hebat cerdas begitu ya setuju gk Ahok @basuki_btp Capres 2029?,1
@CNNIndonesia @basuki_btp maju trus pak Ahok saya sangat berharap bapak menjadi salah satu barisan pelopor pro rakyat yang membongkar kejahatan tingkat tinggi perampok rakyat Mohon BPK @basuki_btp membuat pers release resmi setelah pemeriksaan agar kami rakyat Indonesia BS back up n kawal,1
@Anak__Ogi @basuki_btp @andre_rosiade Ahok bersih!,1
@Anak__Ogi @basuki_btp @andre_rosiade Si Andre itu ota gadang .. kerja NOL.,1
@Anak__Ogi @basuki_btp @andre_rosiade AHOK CUMAN OMON OMON DOANG !!,0
@mediaindonesia Masyarakat Indonesia setuju @basuki_btp dipanggil baik oleh @DPR_RI maupun @KejaksaanRI biar semua terbuka #DuniaIniPanggungSandiwara pertanyaannya.@DPR_RI &amp; @KejaksaanRI berani memanggil @basuki_btp? Ayukk gaspoll jgn cuma omon2 @prabowo buat #PerppuPerampasanAsetKoruptor,0
@GunRomli @riekediahp Bang abang @GunRomli usulkan dong bapak satu ini @basuki_btp capres 2029.,0
@WagimanDeep212_ Tuhan Memberkati Bapak @basuki_btp,1
Mau berantas korupsi kok kadernya anggap kasih panggung ke pensiunan Komut Harusnya Pak @prabowo kawal supaya tidak ada kriminalisasi thd BTP biarkan beliau buka data di kejagung kalau memang mau bersih2..,0
@GunRomli @andre_rosiade &amp; @Gerindra KETAKUTAN jk sampe @basuki_btp hadir di PANJA/PANSUS @DPR_RI Kasus @pertamina akan blunder pd rezim @jokowi mana @prabowo @psd08 sdh teriak2 'hirup jokowi' lg..!! #ndasmu #IndonesiaGelap #IndonesiaGelapJilid2 https://t.co/YiJQzgUXfd,1
@Simemaki Sangat kontras antara ahok dan basuki cahya purnama,0
Beda AHOK vs BASUKI Cahya Purnama Gue jadi Inget BACOT nya seperti ini saat dia MENGHANCURKAN KELUARGANYA dengan MENUDUH Istrinya Selingkuh padahal setelah bercerai si Ahok langsung KAWIN lagi sama yg Muda ajudannya sendiri saat dia Gubernur Jadi si ahok itu PELAKU yang https://t.co/0Rm9VjhX49,1
Lain dulu lain skr dulu Ahok skr Basuki Cahya Purnama.,1
Ahok/Basuki cahya purnama mundur sbg komisaris utama pertamina krn dia tahu borok pertamina dan sekarang terbukti,1
Motor ku mogok karna sering isi bensin di spbu yg oplos pertalite bjir,0
@pertamina135 Nopol : s 1009 as Nomor rangka : MHRRE38507J705056 Warna TNKB/plat :PUTIH Jumlah roda : seharusnya 4 Jenis BBM : pertalite Email aktif : jokosusanto2003@gmail.com Lokasi (Kota/kabupaten): Bojonegoro Nomor telepon yang dapat dihubungi : 082319999997 Mohon di bantu min,1
Negara baik baik saja Mobil Tangki Bawa Pertalite Oplosan ke SPBU Medan Elnusa Petrofin: Sudah Putus Kontrak Sejak 2023 Klik untuk baca: https://t.co/uZhvKX8BEZ,0
Kecil2 sicabe rawit biar kecil...tapi si gesit...tanpa Pertalite...keren abiss https://t.co/oQloWJ0cfa,0
@txtdrimedia Untung kendaraan masih eligible pake pertalite...,0
@Narasi_winda Pembodohan adalah cara setan menipu manusia sejak manusia pertama &amp; sadisnya ajaran setan di jadiin agama yg ngaku cinta damai. Cra setan membodohi manusia msh sma yakni mencampur kebenaran dg kebohongan(oplos) mkny byk ayat alkitab di quran kn itu hasil oplosan pertalite,0
@rayestu Tahun 2024 itu 31 51 juta kl untuk Pertalite yang disalurkan kalau setahun bisa dapet Rp480.53 miliar Kebijakan pakai myPertamina sejak 2023. Ya lumayan lah udah dapet hampir 1 triliun.,1
@Budionotaslim3 @txtdrimedia pertalite/ron90 FAKTANYA setara premium/ ron88 ...anjay,1
@yunisaprl pertalite versi ga antri kak,1
maaf ya fazio bnran lg tipis km aku isi pertalite dl,0
Mandilah nyengat banget tu bau pertalite,0
goblok bgt epan ngentot timbang masak mie rebus doang anjing kuahnya rasa pertalite tai,1
Subsidi dan Kompensasi Sedot APBN Rp10 7 Triliun Konsumsi Pertalite Bengkak https://t.co/E2HTF1E8hV,0
@antonlechan ayo ikut kakak diq permennya rasa pertalite loch https://t.co/5WmWB1duwr,0
@TirtoID Dulu ada yg janji USD 10.000 eeeeh ternyata Pertalite yg 10.000,0
@Budionotaslim3 @txtdrimedia Pertalite jgn dioplos? Hei sangat tidak mungkin BUMN harus cari cuan sebanyak2nya,0
@wansrosadi @CNNIndonesia Cukup PKH bansos subsidi pupuk pertalite yg miskin diem,1
anjir apa lagi ini telkom ambil ambil duit dari minyak bbm. aplikasi apaan buat data subsidi buktinya kalau mau isi pertalite mobil harus registrasi/bikin akun dulu. kalau bener kan engga usah tuhh bikin2 akun/registrasi hancur emang nih negaraa,1
@pipphany_ @wjsdbwl Sabarrr yaaa jujur sekarang pakenya pertalite mau ganti ke ptx sama aja isinya pertalite Kasian motorku harus dikasih makanan scam,0
@Mata_Netizen62 @riekediahp @2TRafiS1 @alamtegarrrr @Anak__Ogi @AntoniusCDN @barengwarga @ch_chotimah2 @Cintada16 @narkosun__ @muchlis_ar @Marbot_Udien Klo sehari aja konsumsi bahan bakar pertalite nasional sekitar 82.000 kiloliter = 82jt liter itu berarti telkom sehari dapet 1.25 Milyar,1
@Budionotaslim3 @txtdrimedia pertalite kan premium gaya baru beda warna aja,0
@Budionotaslim3 @txtdrimedia Ga semua motor pake pertalite pak,0
@ccakeys_ Ga pertalite aja?,1
@Adiprasetyaaa @Budionotaslim3 @txtdrimedia Masih percaya aja pertalite itu subsidi,1
Yuks gays jasa pembuatan barcode my pertamina dan yang punya masalah pas lagi buat barcode BBM subsidi bisa cht WA : 089653652222 #Pertamina #barcode #BBMsubsidi #Pertalite #jakartakeras #zelena #Solar https://t.co/7QUwQJOauz,1
@Budionotaslim3 @txtdrimedia Pertalite nnti dioplos lg pake air banjir dlu sempet ada tu case yg kecampur air banjir tp ttp di jual,1
Akhirnya beralih ke Pertalite standar stelah bertahun-tahun setia dengan Pertalite VIP. Cuma beda waktu tunggu saja.,0
@txtdrimedia Wkwkwk pada pindah ke pertalite Spbu deket rumah masih rame bae njir,1
@txtdrimedia Kalo pertashop tutup karyawannya pengangguran dong. Hal kek gini tuh berdampak buat orang kecil. Yang Mega korupsi ya masih bisa beli tas Gucci Ama liburan ke Paris. Karma tuh kalo tetiba penjara para koruptor itu kebakar terus koruptornya mati kebakaran pertalite Disana,1
@sikaeeel dan minumnya pertalite,1
gegara stnk belum keluar alasan kertasnya abis gabisa ngisi pertalite anj,0
@Adiprasetyaaa @Budionotaslim3 @txtdrimedia Pertalite disubsidi dari mananya you percaya?,0
Jasa pembuatan barcode BBM subsidi my pertamina yang ada kendala / tidak bisa di akses langsung aja chat WA :089653652222 Proses cepat amanah dan mudah #Pertamina #barcode #BBMsubsidi #Pertalite #Solar #zelena https://t.co/DL7fgHd8s2,1
@filosofiksi @JohnAarivEd @GuruGembull Maksud kualitas pertalite apa?,1
@KangManto123 @DivHumas_Polri Ntar dioplos sama pertalite jadinya skandal pertanianmina!,1
Biasanya isi 12 5 liter bisa menempuh perjalanan 130km Posisi jarak 80km masih tersisa 2 strip penunjuk BBM Koq Pertalite jadi Boros??? @MyPertaminaID @RadioElshinta Ada yg ngalamin hal yg sama gak? https://t.co/Z2NXLzpXOE,1
Wow... Buesaaaaaar buaaaanget. Suer baru tahu charge 15 25 perak/liter pertalite ke Telkom. Ada yg bisa hitung setahun?,1
@TheCurut007 @DS_yantie Kelihatannya dia kecipratan pertalite oplosan....,1
@Mata_Netizen62 @riekediahp @2TRafiS1 @alamtegarrrr @Anak__Ogi @AntoniusCDN @barengwarga @ch_chotimah2 @Cintada16 @narkosun__ @muchlis_ar @Marbot_Udien Biaya Rp15 25/liter untuk digitalisasi BBM oleh Telkom adalah pemborosan sistemik. Dengan volume Pertalite puluhan juta liter/hari Pertamina membakar ratusan miliar/bulan untuk sistem yang tetap gagal mencegah kebocoran subsidi. Kemana uang rakyat mengalir sebenarnya?,1
@JohnAarivEd @GuruGembull Lagian betah banget di agama kualitas pertalite,1
wishlist minggu ini : - jual baju lama - beli baju baru yang beda - beli baju lebaran - beli bakso abis kelas - beli makeup baru - potong rambut - semir rambut gtw warna - beli case hp + tempered glass - ngisi pertalite aja https://t.co/zH4LXzQFLv,1
@gorbon_ @JE_JemimaJKT48 jangan banyak twitteran km ndut subsidi pertalite belom nyampe ini,1
SPBU di Jalan Flamboyan Raya Medan Tuntungan resmi ditutup setelah terbukti mengoplos Pertalite hingga kandungan oktannya turun dari 90 menjadi 87. Polisi menangkap tiga tersangka yaitu manajer SPBU sopir truk dan kernet yang menjalankan praktik ini selama satu tahun. Truk https://t.co/uE2u9OS3Nr,0
@peachalal disangka lagi ngantri pertalite kali wkwkkw or dia sudah book private,1
1 (satu) unit Mobil Merk Suzuki Apv Warna Hitam Metalik Tahun 2005 25 (dua puluh lima) buah Botol Aqua Bekas Dengan Masing Masing Botol Berisi 1.5 Liter Bbm Jenis Pertalite Siap Jual 3 (tiga) Buah Jurigen Berisi Masing Masing Jurigen 20 Liter Bbm Jenis Pertalite,1
@mintpurpl sudah menyiapkan pertalite min,1
@sunigchan @katrnblu gue pake pertalite sih,1
@MayaA62580468 Pengalihan isu yg dibuat buzzer grup WA orang-orang senang ...mencoba merusak integritas Jaksa Agung spya kasus pertalite tiba2 hilang tak berbekas...besok akun sya kl di-suspend berarti benar asumsi sya...,1
@_dhooo_ padahal ada mypertamina kalau mau pertalite fastrack wkwkwkwk,1
@ceysssart di oplos sama pertalite yaa wkwk,1
@blackhelltriple @txtdrimedia Yakin bang pertalite Ron nya beneran 90?,1
@PartaiSocmed Bagaimana kalo skrg Negara mengambil profit bahkan dr pertalite yg konon disubsidi? Jadi fokus utama dr pembersihan mafia disemua lini adalah menambah pendapatan Negara yg semula bocor ke keruptor. Untuk kemudian Negara sendiri yg bermain (Negara berbisnis dg Rakyatnya),0
@ferdsambel @blackhelltriple @txtdrimedia Wkwkkk pertalite adalah premium masa kini,1
@GunRomli Makanya sita saja seluruh aset koruptor dan dikembalikan ke negara. Apalagi yg barusan korupsi di Timah Oplos Pertalite dll kan banyak dana korupsiny tuh. Cc @prabowo @ComedyPrabowo @Gerindra,1
Sekarang pertalite jadi sering abis di SPBU ohh iya baru inget kan bahan buat Oplosan. Bener ngga min? @pertamina #pertamina,1
@ROCKnROLLIYAH aku gantiin tp bensin pertalite ya?,1
@Andr1y_Shevch @MARQUEZ__93 @zakyrwalad Bansos itu gratis Pertalite subsidi Bisa bedain Jgn go blog ya.. go rengan aja,1
@gg_02022020 masih lebih marah harga minyak tidak sama dengan petronas kak masa harga pertalite seharusnya 11.700 ini baru pertalite nah yang lain ga tau dah wkwkwk artinya subsidi apbn juga digarong bertahun tahun mau marah juga bisa apa yak #kauyanggelap,1
@blackhelltriple @txtdrimedia Pertalite banyak yang dibawah ron 90 keknya sama aja dioplos wkwk,1
Kemenkeu Sebut Harga Asli BBM Pertalite Rp11.700/Liter https://t.co/OZfhbgnt7Z,1
@DennyDSP77 @RickyKardjono @AzisDadun_ @AyamSegar3 @Hiko00398441 @Pray__93 @Opowaelahkeno77 @ajaxjuniornews @YosAditya61 @NikolaDiredja3 @GodBl3S_U @NPingitz @Yoen__AR @_Ayu_aja @JessicaNeo4 @Inesandi_ @ann_fanany @ellen_js93940 @AnikMuchtarom @Hermoyliana @4nggi4 @4leci4 Siang bang Denny n Genks Semangat Bongil kehabisan pertalite https://t.co/lkCj91NAoU,1
@Budionotaslim3 @txtdrimedia Telat bro pertalite aja juga di oplos di beberapa daerah bahkan hitungan liternya juga dicurangin,1
@txtdrimedia Pdhl tadinya pertashop ini tulang punggung bbm dikampung yg spbu nya sering kosong pertalite dan kalaupun ada udh diserbu duluan ama kulakan.,0
@yahee_r @Jateng_Twit Di kab magetan juga banyak Indomobil. Tiap kecamatan ada 2 -3. Bersaing dg Pertamina SPBU non pertalite.,1
@Adiprasetyaaa @Budionotaslim3 @txtdrimedia Wkwkw tokai. Dulu narasinya pertalite ada buat hapus premium yg subsidi. Sekarang pertalit dibilang subsidi.,1
@txtdrimedia Pantas dari kemaren kok sepi antri ini. Pada pindah pertalite motor2,1
@blackhelltriple @txtdrimedia Pertalite di Medan pun dioplosss bangggg,1
Nahkan habis isi pertalite di pertamina motor langsung mogok. Fix busuk banget lu bajingan @pertamina,1
Dah jualan pertalite aje pertamina. Bahan bakar yg katanya subsidi dari pemerintah gataunya udah di korup dulu,0
@Budionotaslim3 @txtdrimedia Pertalite Min alias premium maning bae,1
@gass_kompor @blackhelltriple @txtdrimedia Sama bang.. bisa batuk batuk supra gtr ku kalo minum pertalite tp cuma ada pom merah doang di sini,1
@txtdrimedia Yakin yg di oplos pertamax doang?? Pertalite? Solar?,0
@DS_yantie Berita paling aneh. Di Daerahku semua pertamini warga jual pertalite 12.000. Lha ambilnya 10K mosok mau dijual 10K juga? Lagian jumlah pomp resmi ada berapa?,1
@prabowo Bangga pak rakytanya putus PHK Pensiun jadi ojek daring ditipu pula Pertamax oplos pertalite pajak kendaraan naik... hadeuh....,0
Geledah Depo Plumpang Pertamina Kejagung Sita Dokumen sampai Ambil Sampel Minyak #kejagung #kamis #pertamina #korupsi #pertamax #pertalite #minyak #migas #beritanasional https://t.co/ilA8zABzQO,0
@PartaiSocmed menunggu pertalite dan pertamax turun harga tum,0
@gibran_tweet dan sekarang saya baru tahu mereka gunakan barcode buat pertalite membatasi supaya sisa nya di oplos dgn menjadi Pertamax (makanya saya isi bensin Pertamax) berat tarikan mesin nya ga tau nya memang(pertalite). tapi ini oknum yang cari untung.,0
@DS_yantie Di Jawa Timur hampir tiap jalan desa ada yang jualan BBM seperti itu. Pertalite (12rb) Pertamax (15rb) solar.,1
Jangan jangan yg dibjual Petra shop pertalite..,0
Ya korupsi Pertamina bukan hanya Pertalite untuk Pertamax pengurangan ukuran (liter) sudah dilakukan sejak lama meski BBM naik 1000 X lipat juga.,0
@Adiprasetyaaa @Budionotaslim3 @txtdrimedia Masih percaya pertalite itu subsidi?,1
@Budionotaslim3 @txtdrimedia Kira2 quality Pertalite jg aman2 aja ngga ya? Jadi mikir selama sistemnya longgar utk hal apapun maka selalu ada cara utk membuat sesuatunya tdk ideal atau sesuai standard.,1
@MARQUEZ__93 @zakyrwalad Kayak kau gak makan uang bansos saja ..pertalite itu saja termasuk bansos,1
@txtdrimedia pertalite kok rasanya mirip premium ya ? apa ada yang merasakan juga ?,0
@gusdetrianggara Bisa dpke ngoplos pertalite?,0
Gak usah punya mobil bagus2 d RI. Cukup yg tahan dikasih pertalite aja. SPBU swasta jg adanya di kota2 besar.,0
Pada heboh mikirin Baim Wong vs Paula.. PERTALITE lu noh dioplos.,0
@Budionotaslim3 @txtdrimedia Pertalite pun banyak kasus dimana ron-nya lebih rendah dari premium.,1
@txtdrimedia Kerang kuning skr byk fans antri kaya pertalite jg ga masalah yg penting aman ga tkt di oplos ukuran liter jg aman mesin tarikan lebih enteng dan halus... Worth it lah..,0
@xquitavee @jokowi Smg bkn duit pertalite,1
@txtdrimedia Owner Pertashop gugat Pertamina minta dibolehkan jual Pertalite.,0
@coffebit Sahur mung karo mie Montor ngengkol Isih antri pertalite,0
@Budionotaslim3 @txtdrimedia Ga gamau. Motor saya gredek2 kalo diisi pertalite bang,1
@moonxgalaxy_ @kegblgnunfaedh @Gerindra Tag aja kak Prabowo sendiri ko yg buat statement begitu bakalan ada eksekusi metong buat koruptor gw aja kesel gw langganan pertamak sekali isi 50rb biar mesin bagus ternyata malah pertalite tapi casing pertamak apa ga ANJING TUH KORUPTOR RUGIIN MASYARAKAT,1
oonnya itu semobil gada yg ngeh pas mbaknya confirm turun mesin laa tu... untung masih didepan spbu trs masih ga ngeh klau itu krn salah isi si om manggil mekanik la ke spbu trs hbis di cek baru sadar la tu apalagi pas baru liat bill nya isi pertalite,0
gamau diinget inget tp keinget trs... mbak mbaknya keknya lg pusing waktu itu... udah bilang isi dex mobil juga mobil dex tp diisi pertalite bunyi mesin jg udah beda di tutup tanki pun ada tulisan diesel... mana isi full tank wkwk,1
@yusuf_dumdum Gw ga suka pemerintahan jokowi dan sekarang tp gw lebih ga suka sm rieke oneng. Kemana aja si reike oneng kemaren2 waktu premium dinaikkan berkali-kali lipat premium dihilangkan diganti pertalite. Lupa lu pada?? Jaman SBY premium cm naik 25 perak nangisnya kayak mau kiamat,1
@txtdrimedia teruskanlah bray saya sebagai user pertalite tidak terpengaruh sama sekali dari awal hahaha btw enak sekarang karena pada pindah ke shell malah jadi lancar kalo isi bensin gak ngantri panjang,0
@RickyKardjono Jangan2 pertalite juga sudah di oplos Karena beberapa waktu lalu konsumen merasa pertalite sangat boros Mungkin ini adalah awal terbongkar nya kasus ini,0
@Budionotaslim3 @txtdrimedia dioplos dari premium itu si pertalite,0
@txtdrimedia asli di jakarta spbu oplosan sepi bgt skrg cman motor beat ama mio yg ngisi pertalite aja yh mampir,0
@Ed_gkw @UmarHasibuan__ Belu pertalite pun entah apa dapatnya Pertalite sekarang sangat boros jangan2 juga di oplos pakai kencing kuda,1
@txtdrimedia Dh... petamina bgusnya jual bensin subsidi aj... yg kulitasnya redah dan buruk... percuma jual non subsidi... gk bkal laku... soalnya duitnya buat korupsi... yg beli rakyat tp yg ngku rugi pemerintah... ywdh biar pemerinth aja yg beli pertmax. Rkyat cukup pertalite,0
MBG untuk mengurangi kemiskinan sekolah rakyat untuk mengurangi kemiskinan. Jangan-jangan oplosan pertalite juga untuk mengurangi kemiskinan ujungnya koq jauh nyambungnya ya. Bukannya sekolah gratis lebih dekat untuk mengurangi kemiskinan kalau niat serius.,0
@ShieWidi67060 @Erikboe @DokterTifa Bansos? Emg slama ini anda ga prnh beli pertalite? Ga prnh beli gas lpg 3kg?,1
@bacottetangga__ sudah biasa. dulu pernah isi full mio j tangki 4 8 L. isi full pertalite jadinya 50rb. dah gak heran. dan akhirnya udah 4 tahun pake shell. bahkan sekarang ada alternatif BP.,0
Masyarakat mencurigai ada indikasi oplosan karena warna dan bau BBM berubah. Mohon investigasi dan tindakan cepat agar tidak semakin merugikan pengguna. #BBMBermasalah #Pertalite,1
Halo @pertamina135 kami masyarakat di Kab. Muna. Sultra mengalami masalah serius dengan BBM Pertalite sejak akhir Februari hingga Maret. Banyak kendaraan baik roda dua maupun roda empat mengalami mogok dan kerusakan serupa pada saringan bensin. https://t.co/oLcBwxJQpC,0
@xlxlvlzh @mlbbfess Pengoplos pertalite,0
@78Tieta Barusan nyedot pertalite dari tanki motor malah ketelan dikit https://t.co/eCdmy2obBb,0
@DS_yantie Gak boleh. Apapun alasannya memperdagangkan pertalite selain pertamina itu ilegal. Hukum juga harus tetap ditegakkan. Urusan kenapa bandar yg atas gk disikat ya karena parxok gak ada biji nya,1
@joko_maryadi @prabowo @Gerindra Kalo bikin pansus aliran dana PERTALITE OPLOSAN akan membuka mata RAKYAT. BISA bisa bubar pemerintahan.,0
@____mbakyaaaah Nanti yach tunggu dapurmbaah bikin menu baru kalajengking goreng mentega pake honey butter sauce with hint pertalite,1
@gethuk096 gw aja liat pertalite kaya liat frenta warna biru,1
diajak mudik naik mobil sama papa jujur sebenarny pengen bgt tpi takut kenak macet seharian kyk taun kmrn (it aku kejebak macet dri jam 6 pagi sampe maghrib dan mana di sumatra itu panas bgtt) mana pertalite susah bgt dicari https://t.co/UGCqH1V7N9,1
Premium yg berubah wujud jadi pertalite pertamak dan pertamak turbo.. https://t.co/NiEVA905DP,0
Tapi diam melihat pagar laut diam kasus oplosan pertalite diam kasus kasus-kasus besar lainnya.,1
@Hansol_17 skip banget kena oplos pertalite,1
Dia jadi korban pertalite jalur fast track,0
@AanSaputraa_ Ngoplos pertalite,0
Oiya terus kapan hari tu motor ibu sempet kehabisan bensin sampe matot aku belikan bensin pinggir jalan (pertalite) kan nah ibu bilang pas kemarin kehabisan bensin tu malah walah Iki isok mlaku ta motor e diisi bensin Iki saking ga enak e,1
@TerbangJauhhhhh @kegblgnunfaedh Nah itu selain gak boros gue juga males bnget buat antri sampe panjang banget di tiap SPBU. Bahkan sampe kemarin-kemarin sbelum di Up kasus korupsinya pengguna pertalite antrinya masih tetep bukan main. Apalagi kalo pagi &amp; sore sekarang mah udah lumayan si. Sangat berkurang,0
@Mdy_Asmara1701 emang udah paling pas dihukum minum pertalite seumur hidup udah itu aja,1
@catuaries Kalo terpaksa beli si kuda laut better pertabo atau pertalite sekalian,0
klo Mohan api maka Fattah adalah pertalite,1
@TOM5helby Pertamina mungkin gak salah tapi Bandit2nya yg bercokol di Pertamina yg harus di Siram Pertalite seperti maling motor.,0
wishlist minggu ini : - jual baju lama - beli baju baru yang beda - beli baju lebaran - besok beli seblak abis kelas - beli makeup baru - potong rambut - semir rambut gtw warna - beli case hp + tempered glass - ngisi pertalite aja,1
@anseriouskim bakar pake pertalite oplosan,1
niat hemat pake pertalite malah kena prank emang kontol bikin ancur mobil,0
Kek nya gw mau nyoba suka sama warna ijo pertalite juga deh cakep banget pls kalo yang bawa choi beomgyu,0
@bacottetangga__ Gue juga pernah minta isi fulltank pertalite motor w vario habis sampe 50k anjir kata mak gue itu gue diboongin pertamini,1
@cnbcindonesia @DPR_RI DUKUNG TOTAL RUU PERAMPASAN ASET selama ini kami juga tak mengira bahwa ron 92 adlh pertalite,1
@intinyadeh Sumpah pernah pas masih kuliah di jateng abis isi full pertalite eh tiba-tiba motor mogok dicek sama tukang bengkel ada air separuh ember abis itu disaranin beli bensin eceran,0
@arwidodo Sulfur pertalite 500 ppm mana Pertamina memberikan pertanggungjawaban atas rusaknya kualitas udara kita?,0
@GunRomli Berarti mayoritas DPR ada indikasi terlibat kasus blending pertalite ke pertamak https://t.co/EcXmbi5iKH,0
Asuuu pantesan varioku tangki 4L iso diisi pertalite nganti 48 ewu. Mataneeeeee,1
Hampir semua pengawasan instansi pemerintah gagal total kalau tidak boleh disebut bagian dari maling itu sendiri. Logikanya bagaimana mungkin oplosan pertalite merugikan negara 1.000 triliun tidak tercium bagitu lama yaitu 5 tahun. Belum pada kasus besar lainnya.,1
bjir apa kabar motor gue yang 2x mogok habis isi pertalite,1
Kasus pengoplosan Pertalite yang dipasarkan di SPBU Nagalan Medan diminta untuk tidak berhenti pada penetapan tiga orang tersangka. Berita lengkapnya di https://t.co/e3GRZpq1ru Sumber: https://t.co/JpyRZCIWvO https://t.co/xbxIOZz1Eh,0
@maelokak @lilaccountz hehe..itu grupnya judol ppn 12% dan pertalite oplosan..,1
@bacottetangga__ Bila isi pertalite kurang lebih 100 rupiah per liter,0
@kompascom Stlh di blending pertalite sekarang di blending air. Jaiiiiing... Asli ngehek,1
@pertamina hari ini saya bawa ke bengkel resmi honda kendaraan saya usia kendaraan saya menjelang 3 tahun dan selama ini tidak ada masalah dan bermasalah sejak pengisian BBM di salah satu SPBU pertamina di kendari dan setelah dichek BBM pertalite tersebut penyebab rusaknya,1
Polres Solok Selatan Ciduk 1 Tersangka dan Amankan 12 Jirigen BBM Bersubsidi Menanggapi keluhan masyarakat terkait kelangkaan BBM bersubsidi jenis Pertalite di SPBU Polres Solok Selatan melalui Unit Tipidter Satreskrim bergerak cepat dengan... https://t.co/txylsWJr92,0
@21km Kalo pake pertalite dulu selalu 2-3x per bulan loh (gapernah 1x sebulan kecuali bener2 ndekem di rumah) Which di total2 full tank isi biasanya per bulan - Pertalite 2x : 400-440rb - Shell 1x : 300-330rb ((Masih super bangga dengan pertemuan dgn shell taun kmrn)),1
@bacottetangga__ kira kira sekretarisnya cewe apa cowo hayooo,0
@Variable_7 Pertalite juga pernah menipis stoknya dicari kemana-mana ga ada sekalinya ada harganya subhanallah.,0
@kompascom Kritis terhadap Pertamina tapi mendorong penambahan stok Pertalite BBM bersubsidi yang justru memboroskan anggaran negara! Mengkritik kandungan sulfur tinggi sambil minta stok BBM kualitas rendah ditambah. Ini paradoks! Rakyat butuh solusi nyata: dorong pengembangan EBT,1
@Jateng_Twit pantes smpe kuadriliun bukan oplos pake pertalite doang tp air wkwk kasihan indonesia,1
@june_the_puma loh iya ya seliter pertalite teh 10rb,0
@tanyakanrl translite tuh temennya pertalite kah apa gmn?,1
@democrazymedia negeri ini sdh dipenuhi hal2 yg palsu seorang menteri yg gelar doktornya palsu mencoba meyakinkan masyarakat tentang kualitas BBM pertamina yg sekian tahun dipalsukan. mau tanya juga buat netizen: apakah pertalite benar2 disubsidi? kalau disubsidi mana hitung2annya!,1
Ga cukup dioplos sama pertalite sekarang sama air.,0
diaz stinker gra abis bensin curiga minumnya pertalite,0
@yaangsayangg Disini udh biasa oplosan minyak pertalite dulu ada bensin warna kuning apa namanya? Premium kali yah sampe motor mati gegara oplosan itu tapi yg jual oplosan eceran ini mah Pertamina lngsung sih keterlaluan,1
@tanyakanrl translite temennya pertalite?,0
udah di oplos pake pertalite eh di oplos lagi pake air,1
